jdk.internal.misc.FileSystemOption#register(OpenOption)->void:::Register this internal option as an OpenOption.
jdk.internal.misc.FileSystemOption#register(CopyOption)->void:::Register this internal option as a CopyOption.
jdk.internal.misc.FileSystemOption#register(WatchEvent.Modifier)->void:::Register this internal option as a WatchEvent.Modifier.
jdk.internal.misc.FileSystemOption#register(WatchEvent.Modifier, T)->void:::Register this internal option as a WatchEvent.Modifier with the given parameter.
jdk.internal.misc.InnocuousThread#newThread(Runnable)->Thread:::Returns a new InnocuousThread with an auto-generated thread name and its context class loader is set to the system class loader.
jdk.internal.misc.InnocuousThread#newThread(String, Runnable)->Thread:::Returns a new InnocuousThread with its context class loader set to the system class loader.
jdk.internal.misc.InnocuousThread#newSystemThread(Runnable)->Thread:::Returns a new InnocuousThread with an auto-generated thread name
jdk.internal.misc.InnocuousThread#newSystemThread(String, Runnable)->Thread:::Returns a new InnocuousThread with null context class loader.
jdk.internal.misc.InnocuousThread#setUncaughtExceptionHandler(UncaughtExceptionHandler)->void::: innocuous thread set uncaught exception handler
jdk.internal.misc.InnocuousThread#setContextClassLoader(ClassLoader)->void::: innocuous thread set context class loader
jdk.internal.misc.InnocuousThread#eraseThreadLocals()->void:::Drops all thread locals (and inherited thread locals).
jdk.internal.misc.InnocuousThread#run()->void::: innocuous thread run
jdk.internal.misc.OSEnvironment#initialize()->void::: environment initialize
jdk.internal.misc.Signal#getNumber()->int::: signal get number
jdk.internal.misc.Signal#getName()->String:::Returns the signal name.
jdk.internal.misc.Signal#equals(Object)->boolean:::Compares the equality of two Signal objects.
jdk.internal.misc.Signal#hashCode()->int:::Returns a hashcode for this Signal.
jdk.internal.misc.Signal#toString()->String:::Returns a string representation of this signal
jdk.internal.misc.Signal#handle(Signal, Signal.Handler)->Signal.Handler:::Registers a signal handler.
jdk.internal.misc.Signal#raise(Signal)->void:::Raises a signal in the current process.
jdk.internal.misc.Signal.Handler#handle(Signal)->void:::Handle the given signal
jdk.internal.misc.Signal.NativeHandler#getHandler()->long::: native handler get handler
jdk.internal.misc.Signal.NativeHandler#handle(Signal)->void::: native handler handle
jdk.internal.misc.Signal.NativeHandler#toString()->String::: native handler to string
jdk.internal.misc.TerminatingThreadLocal#set(T)->void::: terminating thread local set
jdk.internal.misc.TerminatingThreadLocal#remove()->void::: terminating thread local remove
jdk.internal.misc.TerminatingThreadLocal#threadTerminated(T)->void:::Invoked by a thread when terminating and this thread-local has an associated value for the terminating thread (even if that value is null), so that any native resources maintained by the value can be released.
jdk.internal.misc.TerminatingThreadLocal#threadTerminated()->void:::Invokes the TerminatingThreadLocal's #threadTerminated() method on all instances registered in current thread.
jdk.internal.misc.TerminatingThreadLocal#register(TerminatingThreadLocal)->void:::Register given TerminatingThreadLocal
jdk.internal.misc.Unsafe#getUnsafe()->Unsafe:::Provides the caller with the capability of performing unsafe operations
jdk.internal.misc.Unsafe#getInt(Object, long)->int:::Fetches a value from a given Java variable
jdk.internal.misc.Unsafe#putInt(Object, long, int)->void:::Stores a value into a given Java variable
jdk.internal.misc.Unsafe#getObject(Object, long)->Object:::Fetches a reference value from a given Java variable.
jdk.internal.misc.Unsafe#putObject(Object, long, Object)->void:::Stores a reference value into a given Java variable
jdk.internal.misc.Unsafe#getBoolean(Object, long)->boolean::: unsafe get boolean
jdk.internal.misc.Unsafe#putBoolean(Object, long, boolean)->void::: unsafe put boolean
jdk.internal.misc.Unsafe#getByte(Object, long)->byte::: unsafe get byte
jdk.internal.misc.Unsafe#putByte(Object, long, byte)->void::: unsafe put byte
jdk.internal.misc.Unsafe#getShort(Object, long)->short::: unsafe get short
jdk.internal.misc.Unsafe#putShort(Object, long, short)->void::: unsafe put short
jdk.internal.misc.Unsafe#getChar(Object, long)->char::: unsafe get char
jdk.internal.misc.Unsafe#putChar(Object, long, char)->void::: unsafe put char
jdk.internal.misc.Unsafe#getLong(Object, long)->long::: unsafe get long
jdk.internal.misc.Unsafe#putLong(Object, long, long)->void::: unsafe put long
jdk.internal.misc.Unsafe#getFloat(Object, long)->float::: unsafe get float
jdk.internal.misc.Unsafe#putFloat(Object, long, float)->void::: unsafe put float
jdk.internal.misc.Unsafe#getDouble(Object, long)->double::: unsafe get double
jdk.internal.misc.Unsafe#putDouble(Object, long, double)->void::: unsafe put double
jdk.internal.misc.Unsafe#getAddress(Object, long)->long:::Fetches a native pointer from a given memory address
jdk.internal.misc.Unsafe#putAddress(Object, long, long)->void:::Stores a native pointer into a given memory address
jdk.internal.misc.Unsafe#getUncompressedObject(long)->Object:::Fetches an uncompressed reference value from a given native variable ignoring the VM's compressed references mode.
jdk.internal.misc.Unsafe#getByte(long)->byte:::Fetches a value from a given memory address
jdk.internal.misc.Unsafe#putByte(long, byte)->void:::Stores a value into a given memory address
jdk.internal.misc.Unsafe#getShort(long)->short::: unsafe get short
jdk.internal.misc.Unsafe#putShort(long, short)->void::: unsafe put short
jdk.internal.misc.Unsafe#getChar(long)->char::: unsafe get char
jdk.internal.misc.Unsafe#putChar(long, char)->void::: unsafe put char
jdk.internal.misc.Unsafe#getInt(long)->int::: unsafe get int
jdk.internal.misc.Unsafe#putInt(long, int)->void::: unsafe put int
jdk.internal.misc.Unsafe#getLong(long)->long::: unsafe get long
jdk.internal.misc.Unsafe#putLong(long, long)->void::: unsafe put long
jdk.internal.misc.Unsafe#getFloat(long)->float::: unsafe get float
jdk.internal.misc.Unsafe#putFloat(long, float)->void::: unsafe put float
jdk.internal.misc.Unsafe#getDouble(long)->double::: unsafe get double
jdk.internal.misc.Unsafe#putDouble(long, double)->void::: unsafe put double
jdk.internal.misc.Unsafe#getAddress(long)->long::: unsafe get address
jdk.internal.misc.Unsafe#putAddress(long, long)->void::: unsafe put address
jdk.internal.misc.Unsafe#allocateMemory(long)->long:::Allocates a new block of native memory, of the given size in bytes
jdk.internal.misc.Unsafe#reallocateMemory(long, long)->long:::Resizes a new block of native memory, to the given size in bytes
jdk.internal.misc.Unsafe#weakCompareAndSetShortRelease(Object, long, short, short)->boolean::: unsafe weak compare and set short release
jdk.internal.misc.Unsafe#weakCompareAndSetShortPlain(Object, long, short, short)->boolean::: unsafe weak compare and set short plain
jdk.internal.misc.Unsafe#compareAndExchangeShortAcquire(Object, long, short, short)->short::: unsafe compare and exchange short acquire
jdk.internal.misc.Unsafe#compareAndExchangeShortRelease(Object, long, short, short)->short::: unsafe compare and exchange short release
jdk.internal.misc.Unsafe#compareAndSetChar(Object, long, char, char)->boolean::: unsafe compare and set char
jdk.internal.misc.Unsafe#compareAndExchangeChar(Object, long, char, char)->char::: unsafe compare and exchange char
jdk.internal.misc.Unsafe#compareAndExchangeCharAcquire(Object, long, char, char)->char::: unsafe compare and exchange char acquire
jdk.internal.misc.Unsafe#compareAndExchangeCharRelease(Object, long, char, char)->char::: unsafe compare and exchange char release
jdk.internal.misc.Unsafe#weakCompareAndSetChar(Object, long, char, char)->boolean::: unsafe weak compare and set char
jdk.internal.misc.Unsafe#weakCompareAndSetCharAcquire(Object, long, char, char)->boolean::: unsafe weak compare and set char acquire
jdk.internal.misc.Unsafe#weakCompareAndSetCharRelease(Object, long, char, char)->boolean::: unsafe weak compare and set char release
jdk.internal.misc.Unsafe#weakCompareAndSetCharPlain(Object, long, char, char)->boolean::: unsafe weak compare and set char plain
jdk.internal.misc.Unsafe#compareAndSetBoolean(Object, long, boolean, boolean)->boolean::: unsafe compare and set boolean
jdk.internal.misc.Unsafe#compareAndExchangeBoolean(Object, long, boolean, boolean)->boolean::: unsafe compare and exchange boolean
jdk.internal.misc.Unsafe#compareAndExchangeBooleanAcquire(Object, long, boolean, boolean)->boolean::: unsafe compare and exchange boolean acquire
jdk.internal.misc.Unsafe#compareAndExchangeBooleanRelease(Object, long, boolean, boolean)->boolean::: unsafe compare and exchange boolean release
jdk.internal.misc.Unsafe#weakCompareAndSetBoolean(Object, long, boolean, boolean)->boolean::: unsafe weak compare and set boolean
jdk.internal.misc.Unsafe#weakCompareAndSetBooleanAcquire(Object, long, boolean, boolean)->boolean::: unsafe weak compare and set boolean acquire
jdk.internal.misc.Unsafe#weakCompareAndSetBooleanRelease(Object, long, boolean, boolean)->boolean::: unsafe weak compare and set boolean release
jdk.internal.misc.Unsafe#weakCompareAndSetBooleanPlain(Object, long, boolean, boolean)->boolean::: unsafe weak compare and set boolean plain
jdk.internal.misc.Unsafe#compareAndSetFloat(Object, long, float, float)->boolean:::Atomically updates Java variable to x if it is currently holding expected
jdk.internal.misc.Unsafe#compareAndExchangeFloat(Object, long, float, float)->float::: unsafe compare and exchange float
jdk.internal.misc.Unsafe#compareAndExchangeFloatAcquire(Object, long, float, float)->float::: unsafe compare and exchange float acquire
jdk.internal.misc.Unsafe#compareAndExchangeFloatRelease(Object, long, float, float)->float::: unsafe compare and exchange float release
jdk.internal.misc.Unsafe#weakCompareAndSetFloatPlain(Object, long, float, float)->boolean::: unsafe weak compare and set float plain
jdk.internal.misc.Unsafe#weakCompareAndSetFloatAcquire(Object, long, float, float)->boolean::: unsafe weak compare and set float acquire
jdk.internal.misc.Unsafe#weakCompareAndSetFloatRelease(Object, long, float, float)->boolean::: unsafe weak compare and set float release
jdk.internal.misc.Unsafe#weakCompareAndSetFloat(Object, long, float, float)->boolean::: unsafe weak compare and set float
jdk.internal.misc.Unsafe#compareAndSetDouble(Object, long, double, double)->boolean:::Atomically updates Java variable to x if it is currently holding expected
jdk.internal.misc.Unsafe#compareAndExchangeDouble(Object, long, double, double)->double::: unsafe compare and exchange double
jdk.internal.misc.Unsafe#compareAndExchangeDoubleAcquire(Object, long, double, double)->double::: unsafe compare and exchange double acquire
jdk.internal.misc.Unsafe#compareAndExchangeDoubleRelease(Object, long, double, double)->double::: unsafe compare and exchange double release
jdk.internal.misc.Unsafe#weakCompareAndSetDoublePlain(Object, long, double, double)->boolean::: unsafe weak compare and set double plain
jdk.internal.misc.Unsafe#weakCompareAndSetDoubleAcquire(Object, long, double, double)->boolean::: unsafe weak compare and set double acquire
jdk.internal.misc.Unsafe#weakCompareAndSetDoubleRelease(Object, long, double, double)->boolean::: unsafe weak compare and set double release
jdk.internal.misc.Unsafe#weakCompareAndSetDouble(Object, long, double, double)->boolean::: unsafe weak compare and set double
jdk.internal.misc.Unsafe#compareAndSetLong(Object, long, long, long)->boolean:::Atomically updates Java variable to x if it is currently holding expected
jdk.internal.misc.Unsafe#compareAndExchangeLong(Object, long, long, long)->long::: unsafe compare and exchange long
jdk.internal.misc.Unsafe#compareAndExchangeLongAcquire(Object, long, long, long)->long::: unsafe compare and exchange long acquire
jdk.internal.misc.Unsafe#compareAndExchangeLongRelease(Object, long, long, long)->long::: unsafe compare and exchange long release
jdk.internal.misc.Unsafe#weakCompareAndSetLongPlain(Object, long, long, long)->boolean::: unsafe weak compare and set long plain
jdk.internal.misc.Unsafe#weakCompareAndSetLongAcquire(Object, long, long, long)->boolean::: unsafe weak compare and set long acquire
jdk.internal.misc.Unsafe#weakCompareAndSetLongRelease(Object, long, long, long)->boolean::: unsafe weak compare and set long release
jdk.internal.misc.Unsafe#weakCompareAndSetLong(Object, long, long, long)->boolean::: unsafe weak compare and set long
jdk.internal.misc.Unsafe#getObjectVolatile(Object, long)->Object:::Fetches a reference value from a given Java variable, with volatile load semantics
jdk.internal.misc.Unsafe#putObjectVolatile(Object, long, Object)->void:::Stores a reference value into a given Java variable, with volatile store semantics
jdk.internal.misc.Unsafe#getIntVolatile(Object, long)->int:::Volatile version of #getInt(Object, long)
jdk.internal.misc.Unsafe#putIntVolatile(Object, long, int)->void:::Volatile version of #putInt(Object, long, int)
jdk.internal.misc.Unsafe#getBooleanVolatile(Object, long)->boolean:::Volatile version of #getBoolean(Object, long)
jdk.internal.misc.Unsafe#putBooleanVolatile(Object, long, boolean)->void:::Volatile version of #putBoolean(Object, long, boolean)
jdk.internal.misc.Unsafe#getByteVolatile(Object, long)->byte:::Volatile version of #getByte(Object, long)
jdk.internal.misc.Unsafe#putByteVolatile(Object, long, byte)->void:::Volatile version of #putByte(Object, long, byte)
jdk.internal.misc.Unsafe#getShortVolatile(Object, long)->short:::Volatile version of #getShort(Object, long)
jdk.internal.misc.Unsafe#putShortVolatile(Object, long, short)->void:::Volatile version of #putShort(Object, long, short)
jdk.internal.misc.Unsafe#getCharVolatile(Object, long)->char:::Volatile version of #getChar(Object, long)
jdk.internal.misc.Unsafe#putCharVolatile(Object, long, char)->void:::Volatile version of #putChar(Object, long, char)
jdk.internal.misc.Unsafe#getLongVolatile(Object, long)->long:::Volatile version of #getLong(Object, long)
jdk.internal.misc.Unsafe#putLongVolatile(Object, long, long)->void:::Volatile version of #putLong(Object, long, long)
jdk.internal.misc.Unsafe#getFloatVolatile(Object, long)->float:::Volatile version of #getFloat(Object, long)
jdk.internal.misc.Unsafe#putFloatVolatile(Object, long, float)->void:::Volatile version of #putFloat(Object, long, float)
jdk.internal.misc.Unsafe#getDoubleVolatile(Object, long)->double:::Volatile version of #getDouble(Object, long)
jdk.internal.misc.Unsafe#putDoubleVolatile(Object, long, double)->void:::Volatile version of #putDouble(Object, long, double)
jdk.internal.misc.Unsafe#getObjectAcquire(Object, long)->Object:::Acquire version of #getObjectVolatile(Object, long)
jdk.internal.misc.Unsafe#getBooleanAcquire(Object, long)->boolean:::Acquire version of #getBooleanVolatile(Object, long)
jdk.internal.misc.Unsafe#getByteAcquire(Object, long)->byte:::Acquire version of #getByteVolatile(Object, long)
jdk.internal.misc.Unsafe#getShortAcquire(Object, long)->short:::Acquire version of #getShortVolatile(Object, long)
jdk.internal.misc.Unsafe#getCharAcquire(Object, long)->char:::Acquire version of #getCharVolatile(Object, long)
jdk.internal.misc.Unsafe#getIntAcquire(Object, long)->int:::Acquire version of #getIntVolatile(Object, long)
jdk.internal.misc.Unsafe#getFloatAcquire(Object, long)->float:::Acquire version of #getFloatVolatile(Object, long)
jdk.internal.misc.Unsafe#getLongAcquire(Object, long)->long:::Acquire version of #getLongVolatile(Object, long)
jdk.internal.misc.Unsafe#getDoubleAcquire(Object, long)->double:::Acquire version of #getDoubleVolatile(Object, long)
jdk.internal.misc.Unsafe#putObjectRelease(Object, long, Object)->void:::Release version of #putObjectVolatile(Object, long, Object)
jdk.internal.misc.Unsafe#putBooleanRelease(Object, long, boolean)->void:::Release version of #putBooleanVolatile(Object, long, boolean)
jdk.internal.misc.Unsafe#putByteRelease(Object, long, byte)->void:::Release version of #putByteVolatile(Object, long, byte)
jdk.internal.misc.Unsafe#putShortRelease(Object, long, short)->void:::Release version of #putShortVolatile(Object, long, short)
jdk.internal.misc.Unsafe#putCharRelease(Object, long, char)->void:::Release version of #putCharVolatile(Object, long, char)
jdk.internal.misc.Unsafe#putIntRelease(Object, long, int)->void:::Release version of #putIntVolatile(Object, long, int)
jdk.internal.misc.Unsafe#putFloatRelease(Object, long, float)->void:::Release version of #putFloatVolatile(Object, long, float)
jdk.internal.misc.Unsafe#putLongRelease(Object, long, long)->void:::Release version of #putLongVolatile(Object, long, long)
jdk.internal.misc.Unsafe#putDoubleRelease(Object, long, double)->void:::Release version of #putDoubleVolatile(Object, long, double)
jdk.internal.misc.Unsafe#getObjectOpaque(Object, long)->Object:::Opaque version of #getObjectVolatile(Object, long)
jdk.internal.misc.Unsafe#getBooleanOpaque(Object, long)->boolean:::Opaque version of #getBooleanVolatile(Object, long)
jdk.internal.misc.Unsafe#getByteOpaque(Object, long)->byte:::Opaque version of #getByteVolatile(Object, long)
jdk.internal.misc.Unsafe#getShortOpaque(Object, long)->short:::Opaque version of #getShortVolatile(Object, long)
jdk.internal.misc.Unsafe#getCharOpaque(Object, long)->char:::Opaque version of #getCharVolatile(Object, long)
jdk.internal.misc.Unsafe#getIntOpaque(Object, long)->int:::Opaque version of #getIntVolatile(Object, long)
jdk.internal.misc.Unsafe#getFloatOpaque(Object, long)->float:::Opaque version of #getFloatVolatile(Object, long)
