BasicType#setIsJavaPrimitiveType(boolean):::This should only be called at most once, and only by the builder       of the type database:::
BasicType#isPointerType():::Overridden by BasicPointerType:::return
BasicType#setIsOopType(boolean):::This should only be called at most once, and only by the builder       of the type database:::
BasicType#getFields():::The returned iterator's "remove" method must not be called:::return->fieldList->iterator->new->ConstIterator
BasicType#addField(Field):::This method should only be used by the builder of the       TypeDataBase:::if->nameToFieldMap->field->getName->get->throw->field->getName->new->RuntimeException->nameToFieldMap->field->getName->put->fieldList->add
BasicType#removeField(Field):::This method should only be used by the builder of the       TypeDataBase:::if->nameToFieldMap->field->getName->remove->throw->field->getName->new->RuntimeException->fieldList->remove
BasicTypeDataBase#setJBooleanType(Type):::This method should only be called by the builder of the       TypeDataBase and at most once:::
BasicTypeDataBase#setJByteType(Type):::This method should only be called by the builder of the       TypeDataBase and at most once:::
BasicTypeDataBase#setJCharType(Type):::This method should only be called by the builder of the       TypeDataBase and at most once:::
BasicTypeDataBase#setJDoubleType(Type):::This method should only be called by the builder of the       TypeDataBase and at most once:::
BasicTypeDataBase#setJFloatType(Type):::This method should only be called by the builder of the       TypeDataBase and at most once:::
BasicTypeDataBase#setJIntType(Type):::This method should only be called by the builder of the       TypeDataBase and at most once:::
BasicTypeDataBase#setJLongType(Type):::This method should only be called by the builder of the       TypeDataBase and at most once:::
BasicTypeDataBase#setJShortType(Type):::This method should only be called by the builder of the       TypeDataBase and at most once:::
BasicTypeDataBase#addType(Type):::This method should only be used by the builder of the       TypeDataBase:::if->nameToTypeMap->type->getName->get->throw->type->getName->new->RuntimeException->nameToTypeMap->type->getName->put
BasicTypeDataBase#removeType(Type):::This method should only be used by the builder of the       TypeDataBase:::curType->nameToTypeMap->type->getName->get->if->throw->type->getName->new->RuntimeException->if->curType->equals->throw->type->getName->new->RuntimeException->nameToTypeMap->type->getName->remove
BasicTypeDataBase#addIntConstant(String, int):::This method should only be used by the builder of the       TypeDataBase:::if->nameToIntConstantMap->get->throw->new->RuntimeException->nameToIntConstantMap->new->Integer->put
BasicTypeDataBase#removeIntConstant(String):::This method should only be used by the builder of the       TypeDataBase:::curConstant->nameToIntConstantMap->get->if->throw->new->RuntimeException->nameToIntConstantMap->remove
BasicTypeDataBase#addLongConstant(String, long):::This method should only be used by the builder of the       TypeDataBase:::if->nameToLongConstantMap->get->throw->new->RuntimeException->nameToLongConstantMap->new->Long->put
BasicTypeDataBase#removeLongConstant(String):::This method should only be used by the builder of the       TypeDataBase:::curConstant->nameToLongConstantMap->get->if->throw->new->RuntimeException->nameToLongConstantMap->remove
VtblAccess#getVtblForType(Type):::This is the necessarily platform-specific implementation:::
VtblAccess#clearCaches():::Clear any cached values from symbol lookups in the target       process:::
