Elements#getTypeElement(CharSequence):::Returns a type element given its canonical name if the type element is unique in the environment:::
Elements#getTypeElement(ModuleElement, CharSequence):::Returns a type element given its canonical name, as seen from the given module.:::return
Elements#getAllTypeElements(CharSequence):::Returns all type elements with the given canonical name:::modules->getAllModuleElements->if->modules->isEmpty->typeElt->getTypeElement->return->Collections->singleton->Collections->emptySet->else->result->new->LinkedHashSet<>->foreach->typeElt->getTypeElement->if->result->add->return->Collections->unmodifiableSet
Elements#getModuleElement(CharSequence):::Returns a module element given its fully qualified name:::return
Elements#getAllModuleElements():::Returns all module elements in the current environment:::return->Collections->emptySet
Elements#getElementValuesWithDefaults(AnnotationMirror):::Returns the values of an annotation's elements, including defaults.:::
Elements#getDocComment(Element):::Returns the text of the documentation ("Javadoc") comment of an element:::
Elements#isDeprecated(Element):::Returns true if the element is deprecated, false otherwise.:::
Elements#getOrigin(Element):::Returns the origin of the given element:::return
Elements#getOrigin(AnnotatedConstruct, AnnotationMirror):::Returns the origin of the given annotation mirror:::return
Elements#getOrigin(ModuleElement, ModuleElement.Directive):::Returns the origin of the given module directive:::return
Elements#isBridge(ExecutableElement):::Returns true if the executable element is a bridge method, false otherwise.:::return
Elements#getBinaryName(TypeElement):::Returns the binary name of a type element.:::
Elements#getPackageOf(Element):::Returns the package of an element:::
Elements#getModuleOf(Element):::Returns the module of an element:::return
Elements#getAllMembers(TypeElement):::Returns all members of a type element, whether inherited or declared directly:::
Elements#getAllAnnotationMirrors(Element):::Returns all annotations present on an element, whether directly present or present via inheritance.:::
Elements#hides(Element, Element):::Tests whether one type, method, or field hides another.:::
Elements#overrides(ExecutableElement, ExecutableElement, TypeElement):::Tests whether one method, as a member of a given type, overrides another method:::
Elements#getConstantExpression(Object):::Returns the text of a constant expression representing a primitive value or a string:::
Elements#printElements(java.io.Writer, Element...):::Prints a representation of the elements to the given writer in the specified order:::
Elements#getName(CharSequence):::Return a name with the same sequence of characters as the argument.:::
Elements#isFunctionalInterface(TypeElement):::Returns true if the type element is a functional interface, false otherwise.:::
ElementScanner6#scan(Iterable, P):::Iterates over the given elements and calls #scan(Element, Object) scan(Element, P) on each one:::result->foreach->scan->return
ElementScanner6#scan(Element, P):::Processes an element by calling e.accept(this, p); this method may be overridden by subclasses.:::return->e->accept
ElementScanner6#scan(Element):::Convenience method equivalent to v.scan(e, null).:::return->scan
ElementScanner6#visitPackage(PackageElement, P)::: element scanner6 visit package:::return->e->getEnclosedElements->scan
ElementScanner6#visitType(TypeElement, P)::: element scanner6 visit type:::return->e->getEnclosedElements->scan
ElementScanner6#visitVariable(VariableElement, P)::: element scanner6 visit variable:::if->e->getKind->return->e->getEnclosedElements->scan->else->return->visitUnknown
ElementScanner6#visitExecutable(ExecutableElement, P)::: element scanner6 visit executable:::return->e->getParameters->scan
ElementScanner6#visitTypeParameter(TypeParameterElement, P)::: element scanner6 visit type parameter:::return->e->getEnclosedElements->scan
ElementScanner7#visitVariable(VariableElement, P)::: element scanner7 visit variable:::return->e->getEnclosedElements->scan
ElementScanner9#visitModule(ModuleElement, P)::: element scanner9 visit module:::return->e->getEnclosedElements->scan
SimpleAnnotationValueVisitor6#defaultAction(Object, P):::The default action for visit methods.:::return
SimpleAnnotationValueVisitor6#visitBoolean(boolean, P)::: simple annotation value visitor6 visit boolean:::return->defaultAction
SimpleAnnotationValueVisitor6#visitByte(byte, P)::: simple annotation value visitor6 visit byte:::return->defaultAction
SimpleAnnotationValueVisitor6#visitChar(char, P)::: simple annotation value visitor6 visit char:::return->defaultAction
SimpleAnnotationValueVisitor6#visitDouble(double, P)::: simple annotation value visitor6 visit double:::return->defaultAction
SimpleAnnotationValueVisitor6#visitFloat(float, P)::: simple annotation value visitor6 visit float:::return->defaultAction
SimpleAnnotationValueVisitor6#visitInt(int, P)::: simple annotation value visitor6 visit int:::return->defaultAction
SimpleAnnotationValueVisitor6#visitLong(long, P)::: simple annotation value visitor6 visit long:::return->defaultAction
SimpleAnnotationValueVisitor6#visitShort(short, P)::: simple annotation value visitor6 visit short:::return->defaultAction
SimpleAnnotationValueVisitor6#visitString(String, P)::: simple annotation value visitor6 visit string:::return->defaultAction
SimpleAnnotationValueVisitor6#visitType(TypeMirror, P)::: simple annotation value visitor6 visit type:::return->defaultAction
SimpleAnnotationValueVisitor6#visitEnumConstant(VariableElement, P)::: simple annotation value visitor6 visit enum constant:::return->defaultAction
SimpleAnnotationValueVisitor6#visitAnnotation(AnnotationMirror, P)::: simple annotation value visitor6 visit annotation:::return->defaultAction
SimpleAnnotationValueVisitor6#visitArray(List, P)::: simple annotation value visitor6 visit array:::return->defaultAction
SimpleElementVisitor6#defaultAction(Element, P):::The default action for visit methods.:::return
SimpleElementVisitor6#visitPackage(PackageElement, P)::: simple element visitor6 visit package:::return->defaultAction
SimpleElementVisitor6#visitType(TypeElement, P)::: simple element visitor6 visit type:::return->defaultAction
SimpleElementVisitor6#visitVariable(VariableElement, P)::: simple element visitor6 visit variable:::if->e->getKind->return->defaultAction->else->return->visitUnknown
SimpleElementVisitor6#visitExecutable(ExecutableElement, P)::: simple element visitor6 visit executable:::return->defaultAction
SimpleElementVisitor6#visitTypeParameter(TypeParameterElement, P)::: simple element visitor6 visit type parameter:::return->defaultAction
SimpleElementVisitor7#visitVariable(VariableElement, P)::: simple element visitor7 visit variable:::return->defaultAction
SimpleElementVisitor9#visitModule(ModuleElement, P)::: simple element visitor9 visit module:::return->defaultAction
SimpleTypeVisitor6#defaultAction(TypeMirror, P):::The default action for visit methods.:::return
SimpleTypeVisitor6#visitPrimitive(PrimitiveType, P)::: simple type visitor6 visit primitive:::return->defaultAction
SimpleTypeVisitor6#visitNull(NullType, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTypeVisitor6#visitArray(ArrayType, P)::: simple type visitor6 visit array:::return->defaultAction
SimpleTypeVisitor6#visitDeclared(DeclaredType, P)::: simple type visitor6 visit declared:::return->defaultAction
SimpleTypeVisitor6#visitError(ErrorType, P)::: simple type visitor6 visit error:::return->defaultAction
SimpleTypeVisitor6#visitTypeVariable(TypeVariable, P)::: simple type visitor6 visit type variable:::return->defaultAction
SimpleTypeVisitor6#visitWildcard(WildcardType, P)::: simple type visitor6 visit wildcard:::return->defaultAction
SimpleTypeVisitor6#visitExecutable(ExecutableType, P)::: simple type visitor6 visit executable:::return->defaultAction
SimpleTypeVisitor6#visitNoType(NoType, P)::: simple type visitor6 visit no type:::return->defaultAction
SimpleTypeVisitor7#visitUnion(UnionType, P)::: simple type visitor7 visit union:::return->defaultAction
SimpleTypeVisitor8#visitIntersection(IntersectionType, P)::: simple type visitor8 visit intersection:::return->defaultAction
TypeKindVisitor6#visitPrimitive(PrimitiveType, P)::: type kind visitor6 visit primitive:::k->t->getKind->switch->return->visitPrimitiveAsBoolean->return->visitPrimitiveAsByte->return->visitPrimitiveAsShort->return->visitPrimitiveAsInt->return->visitPrimitiveAsLong->return->visitPrimitiveAsChar->return->visitPrimitiveAsFloat->return->visitPrimitiveAsDouble->throw->new->AssertionError
TypeKindVisitor6#visitPrimitiveAsBoolean(PrimitiveType, P):::Visits a BOOLEAN primitive type.:::return->defaultAction
TypeKindVisitor6#visitPrimitiveAsByte(PrimitiveType, P):::Visits a BYTE primitive type.:::return->defaultAction
TypeKindVisitor6#visitPrimitiveAsShort(PrimitiveType, P):::Visits a SHORT primitive type.:::return->defaultAction
TypeKindVisitor6#visitPrimitiveAsInt(PrimitiveType, P):::Visits an INT primitive type.:::return->defaultAction
TypeKindVisitor6#visitPrimitiveAsLong(PrimitiveType, P):::Visits a LONG primitive type.:::return->defaultAction
TypeKindVisitor6#visitPrimitiveAsChar(PrimitiveType, P):::Visits a CHAR primitive type.:::return->defaultAction
TypeKindVisitor6#visitPrimitiveAsFloat(PrimitiveType, P):::Visits a FLOAT primitive type.:::return->defaultAction
TypeKindVisitor6#visitPrimitiveAsDouble(PrimitiveType, P):::Visits a DOUBLE primitive type.:::return->defaultAction
TypeKindVisitor6#visitNoType(NoType, P)::: type kind visitor6 visit no type:::k->t->getKind->switch->return->visitNoTypeAsVoid->return->visitNoTypeAsPackage->return->visitNoTypeAsModule->return->visitNoTypeAsNone->throw->new->AssertionError
TypeKindVisitor6#visitNoTypeAsVoid(NoType, P):::Visits a TypeKind#VOID VOID pseudo-type.:::return->defaultAction
TypeKindVisitor6#visitNoTypeAsPackage(NoType, P):::Visits a TypeKind#PACKAGE PACKAGE pseudo-type.:::return->defaultAction
TypeKindVisitor6#visitNoTypeAsModule(NoType, P):::Visits a TypeKind#MODULE MODULE pseudo-type.:::return->visitUnknown
TypeKindVisitor6#visitNoTypeAsNone(NoType, P):::Visits a TypeKind#NONE NONE pseudo-type.:::return->defaultAction
TypeKindVisitor7#visitUnion(UnionType, P)::: type kind visitor7 visit union:::return->defaultAction
TypeKindVisitor8#visitIntersection(IntersectionType, P)::: type kind visitor8 visit intersection:::return->defaultAction
TypeKindVisitor9#visitNoTypeAsModule(NoType, P)::: type kind visitor9 visit no type as module:::return->defaultAction
Types#asElement(TypeMirror):::Returns the element corresponding to a type:::
Types#isSameType(TypeMirror, TypeMirror):::Tests whether two TypeMirror objects represent the same type:::
Types#isSubtype(TypeMirror, TypeMirror):::Tests whether one type is a subtype of another:::
Types#isAssignable(TypeMirror, TypeMirror):::Tests whether one type is assignable to another.:::
Types#contains(TypeMirror, TypeMirror):::Tests whether one type argument contains another.:::
Types#isSubsignature(ExecutableType, ExecutableType):::Tests whether the signature of one method is a subsignature of another.:::
Types#directSupertypes(TypeMirror):::Returns the direct supertypes of a type:::
Types#erasure(TypeMirror):::Returns the erasure of a type.:::
Types#boxedClass(PrimitiveType):::Returns the class of a boxed value of a given primitive type:::
Types#unboxedType(TypeMirror):::Returns the type (a primitive type) of unboxed values of a given type:::
Types#capture(TypeMirror):::Applies capture conversion to a type.:::
Types#getPrimitiveType(TypeKind):::Returns a primitive type.:::
Types#getNullType():::Returns the null type:::
Types#getNoType(TypeKind):::Returns a pseudo-type used where no actual type is appropriate:::
Types#getArrayType(TypeMirror):::Returns an array type with the specified component type.:::
Types#getWildcardType(TypeMirror, TypeMirror):::Returns a new wildcard type argument:::
Types#getDeclaredType(TypeElement, TypeMirror...):::Returns the type corresponding to a type element and actual type arguments:::
Types#getDeclaredType(DeclaredType, TypeElement, TypeMirror...):::Returns the type corresponding to a type element and actual type arguments, given a DeclaredType#getEnclosingType() containing type of which it is a member:::
Types#asMemberOf(DeclaredType, Element):::Returns the type of an element when that element is viewed as a member of, or otherwise directly contained by, a given type:::
