com.sun.tools.javac.resources.compiler#getContents()->Object[][]:::compiler get contents
com.sun.tools.javac.resources.CompilerProperties.Notes#DeferredMethodInst(Symbol, Type, Type)->Note:::compiler.note.deferred.method.inst=\    Deferred instantiation of method {0}\n\    instantiated signature: {1}\n\    target-type: {2}
com.sun.tools.javac.resources.CompilerProperties.Notes#PreviewFilenameAdditional(JavaFileObject)->Note:::compiler.note.preview.filename.additional=\    {0} has additional uses of preview language features.
com.sun.tools.javac.resources.CompilerProperties.Notes#PreviewFilenameAdditional(Path)->Note:::compiler.note.preview.filename.additional=\    {0} has additional uses of preview language features.
com.sun.tools.javac.resources.CompilerProperties.Notes#ProcMessager(String)->Note:::compiler.note.proc.messager=\    {0}
com.sun.tools.javac.resources.CompilerProperties.Notes#RemovalFilename(File)->Note:::compiler.note.removal.filename=\    {0} uses or overrides a deprecated API that is marked for removal.
com.sun.tools.javac.resources.CompilerProperties.Notes#RemovalFilename(JavaFileObject)->Note:::compiler.note.removal.filename=\    {0} uses or overrides a deprecated API that is marked for removal.
com.sun.tools.javac.resources.CompilerProperties.Notes#RemovalFilename(Path)->Note:::compiler.note.removal.filename=\    {0} uses or overrides a deprecated API that is marked for removal.
com.sun.tools.javac.resources.CompilerProperties.Notes#RemovalFilenameAdditional(File)->Note:::compiler.note.removal.filename.additional=\    {0} has additional uses or overrides of a deprecated API that is marked for removal.
com.sun.tools.javac.resources.CompilerProperties.Notes#RemovalFilenameAdditional(JavaFileObject)->Note:::compiler.note.removal.filename.additional=\    {0} has additional uses or overrides of a deprecated API that is marked for removal.
com.sun.tools.javac.resources.CompilerProperties.Notes#RemovalFilenameAdditional(Path)->Note:::compiler.note.removal.filename.additional=\    {0} has additional uses or overrides of a deprecated API that is marked for removal.
com.sun.tools.javac.resources.CompilerProperties.Notes#UncheckedFilename(File)->Note:::compiler.note.unchecked.filename=\    {0} uses unchecked or unsafe operations.
com.sun.tools.javac.resources.CompilerProperties.Notes#UncheckedFilename(JavaFileObject)->Note:::compiler.note.unchecked.filename=\    {0} uses unchecked or unsafe operations.
com.sun.tools.javac.resources.CompilerProperties.Notes#UncheckedFilename(Path)->Note:::compiler.note.unchecked.filename=\    {0} uses unchecked or unsafe operations.
com.sun.tools.javac.resources.CompilerProperties.Notes#UncheckedFilenameAdditional(File)->Note:::compiler.note.unchecked.filename.additional=\    {0} has additional unchecked or unsafe operations.
com.sun.tools.javac.resources.CompilerProperties.Notes#UncheckedFilenameAdditional(JavaFileObject)->Note:::compiler.note.unchecked.filename.additional=\    {0} has additional unchecked or unsafe operations.
com.sun.tools.javac.resources.CompilerProperties.Notes#UncheckedFilenameAdditional(Path)->Note:::compiler.note.unchecked.filename.additional=\    {0} has additional unchecked or unsafe operations.
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseL2mDeduplicate(Symbol)->Note:::compiler.note.verbose.l2m.deduplicate=\    deduplicating lambda implementation method {0}
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti(Name, Symbol, int, String, List, List)->Note:::compiler.note.verbose.resolve.multi=\    resolving method {0} in type {1} to candidate {2}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti(Name, Symbol, int, String, List, JCDiagnostic)->Note:::compiler.note.verbose.resolve.multi=\    resolving method {0} in type {1} to candidate {2}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti(Name, Symbol, int, String, List, Fragment)->Note:::compiler.note.verbose.resolve.multi=\    resolving method {0} in type {1} to candidate {2}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti(Name, Symbol, int, String, JCDiagnostic, List)->Note:::compiler.note.verbose.resolve.multi=\    resolving method {0} in type {1} to candidate {2}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti(Name, Symbol, int, String, JCDiagnostic, JCDiagnostic)->Note:::compiler.note.verbose.resolve.multi=\    resolving method {0} in type {1} to candidate {2}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti(Name, Symbol, int, String, JCDiagnostic, Fragment)->Note:::compiler.note.verbose.resolve.multi=\    resolving method {0} in type {1} to candidate {2}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti(Name, Symbol, int, String, Fragment, List)->Note:::compiler.note.verbose.resolve.multi=\    resolving method {0} in type {1} to candidate {2}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti(Name, Symbol, int, String, Fragment, JCDiagnostic)->Note:::compiler.note.verbose.resolve.multi=\    resolving method {0} in type {1} to candidate {2}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti(Name, Symbol, int, String, Fragment, Fragment)->Note:::compiler.note.verbose.resolve.multi=\    resolving method {0} in type {1} to candidate {2}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti1(Name, Symbol, Void, String, List, List)->Note:::compiler.note.verbose.resolve.multi.1=\    erroneous resolution for method {0} in type {1}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti1(Name, Symbol, Void, String, List, JCDiagnostic)->Note:::compiler.note.verbose.resolve.multi.1=\    erroneous resolution for method {0} in type {1}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti1(Name, Symbol, Void, String, List, Fragment)->Note:::compiler.note.verbose.resolve.multi.1=\    erroneous resolution for method {0} in type {1}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti1(Name, Symbol, Void, String, JCDiagnostic, List)->Note:::compiler.note.verbose.resolve.multi.1=\    erroneous resolution for method {0} in type {1}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti1(Name, Symbol, Void, String, JCDiagnostic, JCDiagnostic)->Note:::compiler.note.verbose.resolve.multi.1=\    erroneous resolution for method {0} in type {1}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti1(Name, Symbol, Void, String, JCDiagnostic, Fragment)->Note:::compiler.note.verbose.resolve.multi.1=\    erroneous resolution for method {0} in type {1}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti1(Name, Symbol, Void, String, Fragment, List)->Note:::compiler.note.verbose.resolve.multi.1=\    erroneous resolution for method {0} in type {1}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti1(Name, Symbol, Void, String, Fragment, JCDiagnostic)->Note:::compiler.note.verbose.resolve.multi.1=\    erroneous resolution for method {0} in type {1}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Notes#VerboseResolveMulti1(Name, Symbol, Void, String, Fragment, Fragment)->Note:::compiler.note.verbose.resolve.multi.1=\    erroneous resolution for method {0} in type {1}\n\    phase: {3}\n\    with actuals: {4}\n\    with type-args: {5}\n\    candidates:
com.sun.tools.javac.resources.CompilerProperties.Warnings#AccessToMemberFromSerializableElement(Symbol)->Warning:::compiler.warn.access.to.member.from.serializable.element=\    access to member {0} from serializable element can be publicly accessible to untrusted code
com.sun.tools.javac.resources.CompilerProperties.Warnings#AccessToMemberFromSerializableLambda(Symbol)->Warning:::compiler.warn.access.to.member.from.serializable.lambda=\    access to member {0} from serializable lambda can be publicly accessible to untrusted code
com.sun.tools.javac.resources.CompilerProperties.Warnings#AnnotationMethodNotFound(Type, Name)->Warning:::compiler.warn.annotation.method.not.found=\    Cannot find annotation method ''{1}()'' in type ''{0}''
com.sun.tools.javac.resources.CompilerProperties.Warnings#AnnotationMethodNotFoundReason(Type, Name, JCDiagnostic)->Warning:::compiler.warn.annotation.method.not.found.reason=\    Cannot find annotation method ''{1}()'' in type ''{0}'': {2}
com.sun.tools.javac.resources.CompilerProperties.Warnings#AnnotationMethodNotFoundReason(Type, Name, Fragment)->Warning:::compiler.warn.annotation.method.not.found.reason=\    Cannot find annotation method ''{1}()'' in type ''{0}'': {2}
com.sun.tools.javac.resources.CompilerProperties.Warnings#AuxiliaryClassAccessedFromOutsideOfItsSourceFile(Symbol, File)->Warning:::compiler.warn.auxiliary.class.accessed.from.outside.of.its.source.file=\    auxiliary class {0} in {1} should not be accessed from outside its own source file
com.sun.tools.javac.resources.CompilerProperties.Warnings#AuxiliaryClassAccessedFromOutsideOfItsSourceFile(Symbol, JavaFileObject)->Warning:::compiler.warn.auxiliary.class.accessed.from.outside.of.its.source.file=\    auxiliary class {0} in {1} should not be accessed from outside its own source file
com.sun.tools.javac.resources.CompilerProperties.Warnings#AuxiliaryClassAccessedFromOutsideOfItsSourceFile(Symbol, Path)->Warning:::compiler.warn.auxiliary.class.accessed.from.outside.of.its.source.file=\    auxiliary class {0} in {1} should not be accessed from outside its own source file
com.sun.tools.javac.resources.CompilerProperties.Warnings#AuxiliaryClassAccessedFromOutsideOfItsSourceFile(Type, File)->Warning:::compiler.warn.auxiliary.class.accessed.from.outside.of.its.source.file=\    auxiliary class {0} in {1} should not be accessed from outside its own source file
com.sun.tools.javac.resources.CompilerProperties.Warnings#AuxiliaryClassAccessedFromOutsideOfItsSourceFile(Type, JavaFileObject)->Warning:::compiler.warn.auxiliary.class.accessed.from.outside.of.its.source.file=\    auxiliary class {0} in {1} should not be accessed from outside its own source file
com.sun.tools.javac.resources.CompilerProperties.Warnings#AuxiliaryClassAccessedFromOutsideOfItsSourceFile(Type, Path)->Warning:::compiler.warn.auxiliary.class.accessed.from.outside.of.its.source.file=\    auxiliary class {0} in {1} should not be accessed from outside its own source file
com.sun.tools.javac.resources.CompilerProperties.Warnings#BadNameForOption(Option, String)->Warning:::compiler.warn.bad.name.for.option=\    bad name in value for {0} option: ''{1}''
com.sun.tools.javac.resources.CompilerProperties.Warnings#BigMajorVersion(File, int, int)->Warning:::compiler.warn.big.major.version=\    {0}: major version {1} is newer than {2}, the highest major version supported by this compiler.\n\    It is recommended that the compiler be upgraded.
com.sun.tools.javac.resources.CompilerProperties.Warnings#BigMajorVersion(JavaFileObject, int, int)->Warning:::compiler.warn.big.major.version=\    {0}: major version {1} is newer than {2}, the highest major version supported by this compiler.\n\    It is recommended that the compiler be upgraded.
com.sun.tools.javac.resources.CompilerProperties.Warnings#BigMajorVersion(Path, int, int)->Warning:::compiler.warn.big.major.version=\    {0}: major version {1} is newer than {2}, the highest major version supported by this compiler.\n\    It is recommended that the compiler be upgraded.
com.sun.tools.javac.resources.CompilerProperties.Warnings#ConstantSVUID(Symbol)->Warning:::compiler.warn.constant.SVUID=\    serialVersionUID must be constant in class {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#DeprecatedAnnotationHasNoEffect(KindName)->Warning:::compiler.warn.deprecated.annotation.has.no.effect=\
com.sun.tools.javac.resources.CompilerProperties.Warnings#DirPathElementNotDirectory(File)->Warning:::compiler.warn.dir.path.element.not.directory=\    bad path element "{0}": not a directory
com.sun.tools.javac.resources.CompilerProperties.Warnings#DirPathElementNotDirectory(JavaFileObject)->Warning:::compiler.warn.dir.path.element.not.directory=\    bad path element "{0}": not a directory
com.sun.tools.javac.resources.CompilerProperties.Warnings#DirPathElementNotDirectory(Path)->Warning:::compiler.warn.dir.path.element.not.directory=\    bad path element "{0}": not a directory
com.sun.tools.javac.resources.CompilerProperties.Warnings#DirPathElementNotFound(Path)->Warning:::compiler.warn.dir.path.element.not.found=\    bad path element "{0}": no such directory
com.sun.tools.javac.resources.CompilerProperties.Warnings#FileFromFuture(File)->Warning:::compiler.warn.file.from.future=\    Modification date is in the future for file {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#FileFromFuture(JavaFileObject)->Warning:::compiler.warn.file.from.future=\    Modification date is in the future for file {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#FileFromFuture(Path)->Warning:::compiler.warn.file.from.future=\    Modification date is in the future for file {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#ForwardRef(Symbol)->Warning:::compiler.warn.forward.ref=\    reference to variable ''{0}'' before it has been initialized
com.sun.tools.javac.resources.CompilerProperties.Warnings#FutureAttr(Name, int, int, int, int)->Warning:::compiler.warn.future.attr=\    {0} attribute introduced in version {1}.{2} class files is ignored in version {3}.{4} class files
com.sun.tools.javac.resources.CompilerProperties.Warnings#HasBeenDeprecated(Symbol, Symbol)->Warning:::compiler.warn.has.been.deprecated=\    {0} in {1} has been deprecated
com.sun.tools.javac.resources.CompilerProperties.Warnings#HasBeenDeprecatedForRemoval(Symbol, Symbol)->Warning:::compiler.warn.has.been.deprecated.for.removal=\    {0} in {1} has been deprecated and marked for removal
com.sun.tools.javac.resources.CompilerProperties.Warnings#HasBeenDeprecatedForRemovalModule(Symbol)->Warning:::compiler.warn.has.been.deprecated.for.removal.module=\    module {0} has been deprecated and marked for removal
com.sun.tools.javac.resources.CompilerProperties.Warnings#HasBeenDeprecatedModule(Symbol)->Warning:::compiler.warn.has.been.deprecated.module=\    module {0} has been deprecated
com.sun.tools.javac.resources.CompilerProperties.Warnings#ImproperSVUID(Symbol)->Warning:::compiler.warn.improper.SVUID=\    serialVersionUID must be declared static final in class {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#IncubatingModules(String)->Warning:::compiler.warn.incubating.modules=\    using incubating module(s): {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#InexactNonVarargsCall(Type, Type)->Warning:::compiler.warn.inexact.non-varargs.call=\    non-varargs call of varargs method with inexact argument type for last parameter;\n\    cast to {0} for a varargs call\n\    cast to {1} for a non-varargs call and to suppress this warning
com.sun.tools.javac.resources.CompilerProperties.Warnings#InvalidArchiveFile(Path)->Warning:::compiler.warn.invalid.archive.file=\    Unexpected file on path: {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#InvalidPath(String)->Warning:::compiler.warn.invalid.path=\    Invalid filename: {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#LeaksNotAccessible(KindName, Symbol, Symbol)->Warning:::compiler.warn.leaks.not.accessible=\    {0} {1} in module {2} is not accessible to clients that require this module
com.sun.tools.javac.resources.CompilerProperties.Warnings#LeaksNotAccessibleNotRequiredTransitive(KindName, Symbol, Symbol)->Warning:::compiler.warn.leaks.not.accessible.not.required.transitive=\    {0} {1} in module {2} is not indirectly exported using 'requires transitive'
com.sun.tools.javac.resources.CompilerProperties.Warnings#LeaksNotAccessibleUnexported(KindName, Symbol, Symbol)->Warning:::compiler.warn.leaks.not.accessible.unexported=\    {0} {1} in module {2} is not exported
com.sun.tools.javac.resources.CompilerProperties.Warnings#LeaksNotAccessibleUnexportedQualified(KindName, Symbol, Symbol)->Warning:::compiler.warn.leaks.not.accessible.unexported.qualified=\    {0} {1} in module {2} may not be visible to all clients that require this module
com.sun.tools.javac.resources.CompilerProperties.Warnings#LintOption(Option)->Warning:::compiler.warn.lintOption=\    [{0}]\u0020
com.sun.tools.javac.resources.CompilerProperties.Warnings#LocnUnknownFileOnModulePath(Path)->Warning:::compiler.warn.locn.unknown.file.on.module.path=\    unknown file on module path: {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#LongSVUID(Symbol)->Warning:::compiler.warn.long.SVUID=\    serialVersionUID must be of type long in class {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#MissingSVUID(Symbol)->Warning:::compiler.warn.missing.SVUID=\    serializable class {0} has no definition of serialVersionUID
com.sun.tools.javac.resources.CompilerProperties.Warnings#ModuleForOptionNotFound(Option, Symbol)->Warning:::compiler.warn.module.for.option.not.found=\    module name in {0} option not found: {1}
com.sun.tools.javac.resources.CompilerProperties.Warnings#ModuleNotFound(Symbol)->Warning:::compiler.warn.module.not.found=\    module not found: {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#OptionObsoleteSource(String)->Warning:::compiler.warn.option.obsolete.source=\    source value {0} is obsolete and will be removed in a future release
com.sun.tools.javac.resources.CompilerProperties.Warnings#OptionObsoleteTarget(Target)->Warning:::compiler.warn.option.obsolete.target=\    target value {0} is obsolete and will be removed in a future release
com.sun.tools.javac.resources.CompilerProperties.Warnings#OptionParametersUnsupported(Target, Target)->Warning:::compiler.warn.option.parameters.unsupported=\    -parameters is not supported for target value {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#OutdirIsInExplodedModule(Path)->Warning:::compiler.warn.outdir.is.in.exploded.module=\    the output directory is within an exploded module: {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#OverrideBridge(JCDiagnostic)->Warning:::compiler.warn.override.bridge=\    {0}; overridden method is a bridge method
com.sun.tools.javac.resources.CompilerProperties.Warnings#OverrideBridge(Fragment)->Warning:::compiler.warn.override.bridge=\    {0}; overridden method is a bridge method
com.sun.tools.javac.resources.CompilerProperties.Warnings#OverrideEqualsButNotHashcode(Symbol)->Warning:::compiler.warn.override.equals.but.not.hashcode=\    Class {0} overrides equals, but neither it nor any superclass overrides hashCode method
com.sun.tools.javac.resources.CompilerProperties.Warnings#OverrideUncheckedRet(JCDiagnostic, Type, Type)->Warning:::compiler.warn.override.unchecked.ret=\    {0}\n\    return type requires unchecked conversion from {1} to {2}
com.sun.tools.javac.resources.CompilerProperties.Warnings#OverrideUncheckedRet(Fragment, Type, Type)->Warning:::compiler.warn.override.unchecked.ret=\    {0}\n\    return type requires unchecked conversion from {1} to {2}
com.sun.tools.javac.resources.CompilerProperties.Warnings#OverrideUncheckedThrown(JCDiagnostic, Type)->Warning:::compiler.warn.override.unchecked.thrown=\    {0}\n\    overridden method does not throw {1}
com.sun.tools.javac.resources.CompilerProperties.Warnings#OverrideUncheckedThrown(Fragment, Type)->Warning:::compiler.warn.override.unchecked.thrown=\    {0}\n\    overridden method does not throw {1}
com.sun.tools.javac.resources.CompilerProperties.Warnings#OverrideVarargsExtra(JCDiagnostic)->Warning:::compiler.warn.override.varargs.extra=\    {0}; overriding method is missing ''...''
com.sun.tools.javac.resources.CompilerProperties.Warnings#OverrideVarargsExtra(Fragment)->Warning:::compiler.warn.override.varargs.extra=\    {0}; overriding method is missing ''...''
com.sun.tools.javac.resources.CompilerProperties.Warnings#OverrideVarargsMissing(JCDiagnostic)->Warning:::compiler.warn.override.varargs.missing=\    {0}; overridden method has no ''...''
com.sun.tools.javac.resources.CompilerProperties.Warnings#OverrideVarargsMissing(Fragment)->Warning:::compiler.warn.override.varargs.missing=\    {0}; overridden method has no ''...''
com.sun.tools.javac.resources.CompilerProperties.Warnings#PackageEmptyOrNotFound(Symbol)->Warning:::compiler.warn.package.empty.or.not.found=\    package is empty or does not exist: {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#PathElementNotFound(Path)->Warning:::compiler.warn.path.element.not.found=\    bad path element "{0}": no such file or directory
com.sun.tools.javac.resources.CompilerProperties.Warnings#PkgInfoAlreadySeen(Symbol)->Warning:::compiler.warn.pkg-info.already.seen=\    a package-info.java file has already been seen for package {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#PoorChoiceForModuleName(Name)->Warning:::compiler.warn.poor.choice.for.module.name=\    module name component {0} should avoid terminal digits
com.sun.tools.javac.resources.CompilerProperties.Warnings#PositionOverflow(int)->Warning:::compiler.warn.position.overflow=\    Position encoding overflows at line {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#PotentiallyAmbiguousOverload(Symbol, Symbol, Symbol, Symbol)->Warning:::compiler.warn.potentially.ambiguous.overload=\    {0} in {1} is potentially ambiguous with {2} in {3}
com.sun.tools.javac.resources.CompilerProperties.Warnings#PreviewFeatureUse(JCDiagnostic)->Warning:::compiler.warn.preview.feature.use=\   {0} is a preview feature and may be removed in a future release.
com.sun.tools.javac.resources.CompilerProperties.Warnings#PreviewFeatureUse(Fragment)->Warning:::compiler.warn.preview.feature.use=\   {0} is a preview feature and may be removed in a future release.
com.sun.tools.javac.resources.CompilerProperties.Warnings#PreviewFeatureUseClassfile(JavaFileObject, String)->Warning:::compiler.warn.preview.feature.use.classfile=\   classfile for {0} uses preview features of Java SE {1}.
com.sun.tools.javac.resources.CompilerProperties.Warnings#PreviewFeatureUsePlural(JCDiagnostic)->Warning:::compiler.warn.preview.feature.use.plural=\   {0} are a preview feature and may be removed in a future release.
com.sun.tools.javac.resources.CompilerProperties.Warnings#PreviewFeatureUsePlural(Fragment)->Warning:::compiler.warn.preview.feature.use.plural=\   {0} are a preview feature and may be removed in a future release.
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProbFoundReq(JCDiagnostic, Type, Type)->Warning:::compiler.warn.prob.found.req=\    {0}\n\    required: {2}\n\    found:    {1}
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProbFoundReq(Fragment, Type, Type)->Warning:::compiler.warn.prob.found.req=\    {0}\n\    required: {2}\n\    found:    {1}
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcAnnotationsWithoutProcessors(Set)->Warning:::compiler.warn.proc.annotations.without.processors=\    No processor claimed any of these annotations: {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcFileCreateLastRound(String)->Warning:::compiler.warn.proc.file.create.last.round=\    File for type ''{0}'' created in the last round will not be subject to annotation processing.
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcFileReopening(String)->Warning:::compiler.warn.proc.file.reopening=\    Attempt to create a file for ''{0}'' multiple times
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcIllegalFileName(String)->Warning:::compiler.warn.proc.illegal.file.name=\    Cannot create file for illegal name ''{0}''.
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcMalformedSupportedString(String, String)->Warning:::compiler.warn.proc.malformed.supported.string=\    Malformed string ''{0}'' for a supported annotation type returned by processor ''{1}''
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcMessager(String)->Warning:::compiler.warn.proc.messager=\    {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcPackageDoesNotExist(String)->Warning:::compiler.warn.proc.package.does.not.exist=\    package {0} does not exist
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcProcessorIncompatibleSourceVersion(SourceVersion, String, String)->Warning:::compiler.warn.proc.processor.incompatible.source.version=\    Supported source version ''{0}'' from annotation processor ''{1}'' less than -source ''{2}''
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcSuspiciousClassName(String, String)->Warning:::compiler.warn.proc.suspicious.class.name=\    Creating file for a type whose name ends in {1}: ''{0}''
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcTypeAlreadyExists(String)->Warning:::compiler.warn.proc.type.already.exists=\    A file for type ''{0}'' already exists on the sourcepath or classpath
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcTypeRecreate(String)->Warning:::compiler.warn.proc.type.recreate=\    Attempt to create a file for type ''{0}'' multiple times
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcUnclosedTypeFiles(Set)->Warning:::compiler.warn.proc.unclosed.type.files=\    Unclosed files for the types ''{0}''; these types will not undergo annotation processing
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProcUnmatchedProcessorOptions(String)->Warning:::compiler.warn.proc.unmatched.processor.options=\    The following options were not recognized by any processor: ''{0}''
com.sun.tools.javac.resources.CompilerProperties.Warnings#ProfileTargetConflict(Profile, Target)->Warning:::compiler.warn.profile.target.conflict=\    profile {0} is not valid for target release {1}
com.sun.tools.javac.resources.CompilerProperties.Warnings#RawClassUse(Type, Type)->Warning:::compiler.warn.raw.class.use=\    found raw type: {0}\n\    missing type arguments for generic class {1}
com.sun.tools.javac.resources.CompilerProperties.Warnings#RedundantCast(Type)->Warning:::compiler.warn.redundant.cast=\    redundant cast to {0}
com.sun.tools.javac.resources.CompilerProperties.Warnings#SelfRef(Symbol)->Warning:::compiler.warn.self.ref=\    self-reference in initializer of variable ''{0}''
com.sun.tools.javac.resources.CompilerProperties.Warnings#ServiceProvidedButNotExportedOrUsed(Symbol)->Warning:::compiler.warn.service.provided.but.not.exported.or.used=\    service interface provided but not exported or used
