ASCII_UCodeESC_CharStream#hexval(char)::: i_ code c_ char stream hexval:::switch->return->return->return->return->return->return->return->return->return->return->return->return->return->return->return->return->throw->new->java.io.IOException
ASCII_UCodeESC_CharStream#ExpandBuff(boolean)::: i_ code c_ char stream  expand buff:::newbuffer->new->charArr->newbufline->new->intArr->newbufcolumn->new->intArr->try->if->System->arraycopy->System->arraycopy->System->arraycopy->System->arraycopy->System->arraycopy->System->arraycopy->else->System->arraycopy->System->arraycopy->System->arraycopy->catch->throw->t->getMessage->new->Error->finally
ASCII_UCodeESC_CharStream#FillBuff()::: i_ code c_ char stream  fill buff:::i->if->try->if->inputStream->read->inputStream->close->throw->new->java.io.IOException->else->return->catch->if->backup->else->throw->finally
ASCII_UCodeESC_CharStream#ReadByte()::: i_ code c_ char stream  read byte:::if->FillBuff->return
ASCII_UCodeESC_CharStream#BeginToken()::: i_ code c_ char stream  begin token:::if->return->return->readChar
ASCII_UCodeESC_CharStream#AdjustBuffSize()::: i_ code c_ char stream  adjust buff size:::if->if->else->ExpandBuff->else->if->else->if->ExpandBuff->else
ASCII_UCodeESC_CharStream#UpdateLineColumn(char)::: i_ code c_ char stream  update line column:::if->else->if->if->else->switch->break->break->break->break
ASCII_UCodeESC_CharStream#readChar()::: i_ code c_ char stream read char:::if->return->c->if->AdjustBuffSize->if->ReadByte->UpdateLineColumn->backSlashCnt->for->try->while->ReadByte->hexval->ReadByte->hexval->ReadByte->hexval->ReadByte->hexval->catch->throw->new->Error->finally->if->return->else->backup->return->else->UpdateLineColumn->return
ASCII_UCodeESC_CharStream#getColumn()::: i_ code c_ char stream get column:::return
ASCII_UCodeESC_CharStream#getLine()::: i_ code c_ char stream get line:::return
ASCII_UCodeESC_CharStream#getEndColumn()::: i_ code c_ char stream get end column:::return
ASCII_UCodeESC_CharStream#getEndLine()::: i_ code c_ char stream get end line:::return
ASCII_UCodeESC_CharStream#getBeginColumn()::: i_ code c_ char stream get begin column:::return
ASCII_UCodeESC_CharStream#getBeginLine()::: i_ code c_ char stream get begin line:::return
ASCII_UCodeESC_CharStream#backup(int)::: i_ code c_ char stream backup:::if
ASCII_UCodeESC_CharStream#ReInit(java.io.InputStream, int, int, int)::: i_ code c_ char stream  re init:::if->new->charArr->new->intArr->new->intArr->new->byteArr
ASCII_UCodeESC_CharStream#ReInit(java.io.InputStream, int, int)::: i_ code c_ char stream  re init:::ReInit
ASCII_UCodeESC_CharStream#GetImage()::: i_ code c_ char stream  get image:::if->return->new->String->else->return->new->String->new->String
ASCII_UCodeESC_CharStream#GetSuffix(int)::: i_ code c_ char stream  get suffix:::ret->new->charArr->if->System->arraycopy->else->System->arraycopy->System->arraycopy->return
ASCII_UCodeESC_CharStream#Done()::: i_ code c_ char stream  done:::
ASCII_UCodeESC_CharStream#adjustBeginLineColumn(int, int):::Method to adjust line and column numbers for the start of a token.<BR>:::start->len->if->else->i->j->k->nextColDiff->columnDiff->while->if->while->if->else
ExpressionParser#peek()::: expression parser peek:::return->stack->peek
ExpressionParser#pop()::: expression parser pop:::return->stack->pop
ExpressionParser#push(LValue)::: expression parser push:::stack->push
ExpressionParser#getMassagedValue()::: expression parser get massaged value:::return->lastLValue->getMassagedValue
ExpressionParser.GetFrame#get()::: get frame get:::
ExpressionParser#evaluate(String, VirtualMachine, GetFrame)::: expression parser evaluate:::in->new->java.io.StringBufferInputStream->parser->new->ExpressionParser->value->parser->Expression->parser->pop->return->lastLValue->getValue
ExpressionParser#main(String[])::: expression parser main:::parser->print->if->println->new->ExpressionParser->else->if->println->try->new->java.io.FileInputStream->new->ExpressionParser->catch->println->return->finally->else->println->println->println->println->return->try->parser->Expression->print->println->catch->print->println->finally
ExpressionParser#Type()::: expression parser  type:::switch->jj_ntk->PrimitiveType->break->Name->break->jj_consume_token->throw->new->ParseException->while->switch->jj_ntk->break->break->jj_consume_token->jj_consume_token
ExpressionParser#MultiplicativeExpression()::: expression parser  multiplicative expression:::tok->UnaryExpression->while->switch->jj_ntk->break->break->switch->jj_ntk->jj_consume_token->break->jj_consume_token->break->jj_consume_token->break->jj_consume_token->throw->new->ParseException->UnaryExpression->left->pop->LValue->pop->operation->push
ExpressionParser#UnaryExpression()::: expression parser  unary expression:::tok->switch->jj_ntk->switch->jj_ntk->jj_consume_token->break->jj_consume_token->break->jj_consume_token->throw->new->ParseException->UnaryExpression->LValue->pop->operation->push->break->PreIncrementExpression->break->PreDecrementExpression->break->UnaryExpressionNotPlusMinus->break->jj_consume_token->throw->new->ParseException
ExpressionParser#PreIncrementExpression()::: expression parser  pre increment expression:::jj_consume_token->PrimaryExpression->if->throw->new->ParseException
ExpressionParser#PreDecrementExpression()::: expression parser  pre decrement expression:::jj_consume_token->PrimaryExpression->if->throw->new->ParseException
ExpressionParser#UnaryExpressionNotPlusMinus()::: expression parser  unary expression not plus minus:::tok->switch->jj_ntk->switch->jj_ntk->jj_consume_token->break->jj_consume_token->break->jj_consume_token->throw->new->ParseException->UnaryExpression->LValue->pop->operation->push->break->if->jj_2_3->CastExpression->else->switch->jj_ntk->PostfixExpression->break->jj_consume_token->throw->new->ParseException
ExpressionParser#CastLookahead()::: expression parser  cast lookahead:::if->jj_2_4->jj_consume_token->PrimitiveType->else->if->jj_2_5->jj_consume_token->Name->jj_consume_token->jj_consume_token->else->switch->jj_ntk->jj_consume_token->Name->jj_consume_token->switch->jj_ntk->jj_consume_token->break->jj_consume_token->break->jj_consume_token->break->jj_consume_token->break->jj_consume_token->break->jj_consume_token->break->jj_consume_token->break->Literal->break->jj_consume_token->throw->new->ParseException->break->jj_consume_token->throw->new->ParseException
ExpressionParser#PostfixExpression()::: expression parser  postfix expression:::PrimaryExpression->switch->jj_ntk->switch->jj_ntk->jj_consume_token->break->jj_consume_token->if->throw->new->ParseException->break->jj_consume_token->throw->new->ParseException->break
ExpressionParser#CastExpression()::: expression parser  cast expression:::if->jj_2_6->jj_consume_token->PrimitiveType->while->switch->jj_ntk->break->break->jj_consume_token->jj_consume_token->jj_consume_token->UnaryExpression->else->switch->jj_ntk->jj_consume_token->Name->while->switch->jj_ntk->break->break->jj_consume_token->jj_consume_token->jj_consume_token->UnaryExpressionNotPlusMinus->break->jj_consume_token->throw->new->ParseException
ExpressionParser#PrimaryExpression()::: expression parser  primary expression:::PrimaryPrefix->while->switch->jj_ntk->break->break->PrimarySuffix
ExpressionParser#PrimaryPrefix()::: expression parser  primary prefix:::name->switch->jj_ntk->Literal->break->Name->LValue->makeName->push->break->jj_consume_token->LValue->makeThisObject->push->break->jj_consume_token->jj_consume_token->jj_consume_token->if->throw->new->ParseException->break->jj_consume_token->Expression->jj_consume_token->break->AllocationExpression->break->jj_consume_token->throw->new->ParseException
ExpressionParser#PrimarySuffix()::: expression parser  primary suffix:::argList->switch->jj_ntk->jj_consume_token->Expression->jj_consume_token->index->pop->pop->arrayElementLValue->push->break->jj_consume_token->jj_consume_token->pop->memberLValue->push->break->Arguments->peek->invokeWith->break->jj_consume_token->throw->new->ParseException
ExpressionParser#Literal()::: expression parser  literal:::switch->jj_ntk->jj_consume_token->LValue->makeInteger->push->break->jj_consume_token->LValue->makeFloat->push->break->jj_consume_token->LValue->makeCharacter->push->break->jj_consume_token->LValue->makeString->push->break->BooleanLiteral->LValue->makeBoolean->push->break->NullLiteral->LValue->makeNull->push->break->jj_consume_token->throw->new->ParseException
ExpressionParser#BooleanLiteral()::: expression parser  boolean literal:::switch->jj_ntk->jj_consume_token->break->jj_consume_token->break->jj_consume_token->throw->new->ParseException
ExpressionParser#NullLiteral()::: expression parser  null literal:::jj_consume_token
ExpressionParser#Arguments()::: expression parser  arguments:::argList->new->ArrayList<>->jj_consume_token->switch->jj_ntk->ArgumentList->break->jj_consume_token->if->return->throw->new->Error
ExpressionParser#ArgumentList(List)::: expression parser  argument list:::Expression->argList->pop->interiorGetValue->add->while->switch->jj_ntk->break->break->jj_consume_token->Expression->argList->pop->interiorGetValue->add
ExpressionParser#AllocationExpression()::: expression parser  allocation expression:::argList->className->if->jj_2_7->jj_consume_token->PrimitiveType->ArrayDimensions->else->switch->jj_ntk->jj_consume_token->Name->switch->jj_ntk->Arguments->LValue->makeNewObject->push->break->ArrayDimensions->if->throw->new->ParseException->break->jj_consume_token->throw->new->ParseException->break->jj_consume_token->throw->new->ParseException
ExpressionParser#ArrayDimensions()::: expression parser  array dimensions:::while->jj_consume_token->Expression->jj_consume_token->if->jj_2_8->else->break->while->if->jj_2_9->else->break->jj_consume_token->jj_consume_token
ExpressionParser#jj_2_1(int)::: expression parser jj_2_1:::try->return->jj_3_1->catch->return->finally->jj_save
ExpressionParser#jj_2_2(int)::: expression parser jj_2_2:::try->return->jj_3_2->catch->return->finally->jj_save
ExpressionParser#jj_2_3(int)::: expression parser jj_2_3:::try->return->jj_3_3->catch->return->finally->jj_save
ExpressionParser#jj_2_4(int)::: expression parser jj_2_4:::try->return->jj_3_4->catch->return->finally->jj_save
ExpressionParser#jj_2_5(int)::: expression parser jj_2_5:::try->return->jj_3_5->catch->return->finally->jj_save
ExpressionParser#jj_2_6(int)::: expression parser jj_2_6:::try->return->jj_3_6->catch->return->finally->jj_save
ExpressionParser#jj_2_7(int)::: expression parser jj_2_7:::try->return->jj_3_7->catch->return->finally->jj_save
ExpressionParser#jj_2_8(int)::: expression parser jj_2_8:::try->return->jj_3_8->catch->return->finally->jj_save
ExpressionParser#jj_2_9(int)::: expression parser jj_2_9:::try->return->jj_3_9->catch->return->finally->jj_save
ExpressionParser#jj_3R_94()::: expression parser jj_3 r_94:::if->jj_scan_token->return->if->jj_3R_20->return->return
ExpressionParser#jj_3R_86()::: expression parser jj_3 r_86:::if->jj_3R_24->return->return
ExpressionParser#jj_3R_93()::: expression parser jj_3 r_93:::if->jj_scan_token->return->if->jj_3R_20->return->return
ExpressionParser#jj_3R_91()::: expression parser jj_3 r_91:::if->jj_3R_95->return->return
ExpressionParser#jj_3R_23()::: expression parser jj_3 r_23:::xsp->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->return->return
ExpressionParser#jj_3R_90()::: expression parser jj_3 r_90:::if->jj_3R_94->return->return
ExpressionParser#jj_3R_89()::: expression parser jj_3 r_89:::if->jj_3R_93->return->return
ExpressionParser#jj_3R_85()::: expression parser jj_3 r_85:::if->jj_3R_23->return->return
ExpressionParser#jj_3R_60()::: expression parser jj_3 r_60:::if->jj_3R_58->return->return
ExpressionParser#jj_3R_88()::: expression parser jj_3 r_88:::xsp->if->jj_scan_token->if->jj_scan_token->return->if->jj_3R_83->return->return
ExpressionParser#jj_3R_83()::: expression parser jj_3 r_83:::xsp->if->jj_3R_88->if->jj_3R_89->if->jj_3R_90->if->jj_3R_91->return->return
ExpressionParser#jj_3R_82()::: expression parser jj_3 r_82:::xsp->if->jj_3R_85->if->jj_3R_86->return->while->if->jj_3R_87->break->return
ExpressionParser#jj_3R_59()::: expression parser jj_3 r_59:::if->jj_3R_55->return->return
ExpressionParser#jj_3R_96()::: expression parser jj_3 r_96:::xsp->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->return->if->jj_3R_83->return->return
ExpressionParser#jj_3R_80()::: expression parser jj_3 r_80:::if->jj_3R_83->return->xsp->while->if->jj_3R_96->break->return
ExpressionParser#jj_3R_92()::: expression parser jj_3 r_92:::xsp->if->jj_scan_token->if->jj_scan_token->return->if->jj_3R_80->return->return
ExpressionParser#jj_3_8()::: expression parser jj_3_8:::if->jj_scan_token->return->if->jj_3R_25->return->if->jj_scan_token->return->return
ExpressionParser#jj_3R_58()::: expression parser jj_3 r_58:::xsp->if->jj_3_8->return->while->if->jj_3_8->break->while->if->jj_3_9->break->return
ExpressionParser#jj_3R_84()::: expression parser jj_3 r_84:::xsp->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->return->if->jj_3R_78->return->return
ExpressionParser#jj_3R_78()::: expression parser jj_3 r_78:::if->jj_3R_80->return->xsp->while->if->jj_3R_92->break->return
ExpressionParser#jj_3R_54()::: expression parser jj_3 r_54:::if->jj_scan_token->return->if->jj_3R_24->return->xsp->if->jj_3R_59->if->jj_3R_60->return->return
ExpressionParser#jj_3R_76()::: expression parser jj_3 r_76:::if->jj_3R_78->return->xsp->while->if->jj_3R_84->break->return
ExpressionParser#jj_3R_81()::: expression parser jj_3 r_81:::xsp->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->return->if->jj_3R_76->return->return
ExpressionParser#jj_3R_43()::: expression parser jj_3 r_43:::xsp->if->jj_3_7->if->jj_3R_54->return->return
ExpressionParser#jj_3_7()::: expression parser jj_3_7:::if->jj_scan_token->return->if->jj_3R_23->return->if->jj_3R_58->return->return
ExpressionParser#jj_3R_67()::: expression parser jj_3 r_67:::if->jj_scan_token->return->if->jj_3R_25->return->return
ExpressionParser#jj_3R_64()::: expression parser jj_3 r_64:::if->jj_3R_25->return->xsp->while->if->jj_3R_67->break->return
ExpressionParser#jj_3R_61()::: expression parser jj_3 r_61:::if->jj_3R_64->return->return
ExpressionParser#jj_3R_79()::: expression parser jj_3 r_79:::if->jj_scan_token->return->if->jj_3R_82->return->return
ExpressionParser#jj_3R_74()::: expression parser jj_3 r_74:::if->jj_3R_76->return->xsp->while->if->jj_3R_81->break->return
ExpressionParser#jj_3R_55()::: expression parser jj_3 r_55:::if->jj_scan_token->return->xsp->if->jj_3R_61->if->jj_scan_token->return->return
ExpressionParser#jj_3R_72()::: expression parser jj_3 r_72:::if->jj_3R_74->return->xsp->if->jj_3R_79->return
ExpressionParser#jj_3R_77()::: expression parser jj_3 r_77:::xsp->if->jj_scan_token->if->jj_scan_token->return->if->jj_3R_72->return->return
ExpressionParser#jj_3R_75()::: expression parser jj_3 r_75:::if->jj_scan_token->return->if->jj_3R_70->return->return
ExpressionParser#jj_3R_70()::: expression parser jj_3 r_70:::if->jj_3R_72->return->xsp->while->if->jj_3R_77->break->return
ExpressionParser#jj_3R_57()::: expression parser jj_3 r_57:::xsp->if->jj_scan_token->if->jj_scan_token->return->return
ExpressionParser#jj_3R_53()::: expression parser jj_3 r_53:::if->jj_scan_token->return->return
ExpressionParser#jj_3R_39()::: expression parser jj_3 r_39:::if->jj_3R_42->return->return
ExpressionParser#jj_3R_68()::: expression parser jj_3 r_68:::if->jj_3R_70->return->xsp->while->if->jj_3R_75->break->return
ExpressionParser#jj_3R_73()::: expression parser jj_3 r_73:::if->jj_scan_token->return->if->jj_3R_68->return->return
ExpressionParser#jj_3R_52()::: expression parser jj_3 r_52:::if->jj_3R_57->return->return
ExpressionParser#jj_3R_51()::: expression parser jj_3 r_51:::if->jj_scan_token->return->return
ExpressionParser#jj_3R_50()::: expression parser jj_3 r_50:::if->jj_scan_token->return->return
ExpressionParser#jj_3R_65()::: expression parser jj_3 r_65:::if->jj_3R_68->return->xsp->while->if->jj_3R_73->break->return
ExpressionParser#jj_3R_71()::: expression parser jj_3 r_71:::if->jj_scan_token->return->if->jj_3R_65->return->return
ExpressionParser#jj_3R_49()::: expression parser jj_3 r_49:::if->jj_scan_token->return->return
ExpressionParser#jj_3R_42()::: expression parser jj_3 r_42:::xsp->if->jj_3R_48->if->jj_3R_49->if->jj_3R_50->if->jj_3R_51->if->jj_3R_52->if->jj_3R_53->return->return
ExpressionParser#jj_3R_48()::: expression parser jj_3 r_48:::if->jj_scan_token->return->return
ExpressionParser#jj_3R_62()::: expression parser jj_3 r_62:::if->jj_3R_65->return->xsp->while->if->jj_3R_71->break->return
ExpressionParser#jj_3R_69()::: expression parser jj_3 r_69:::if->jj_scan_token->return->if->jj_3R_62->return->return
ExpressionParser#jj_3R_46()::: expression parser jj_3 r_46:::if->jj_3R_55->return->return
ExpressionParser#jj_3R_45()::: expression parser jj_3 r_45:::if->jj_scan_token->return->if->jj_scan_token->return->return
ExpressionParser#jj_3R_56()::: expression parser jj_3 r_56:::if->jj_3R_62->return->xsp->while->if->jj_3R_69->break->return
ExpressionParser#jj_3R_66()::: expression parser jj_3 r_66:::if->jj_scan_token->return->if->jj_3R_56->return->return
ExpressionParser#jj_3R_44()::: expression parser jj_3 r_44:::if->jj_scan_token->return->if->jj_3R_25->return->if->jj_scan_token->return->return
ExpressionParser#jj_3R_38()::: expression parser jj_3 r_38:::xsp->if->jj_3R_44->if->jj_3R_45->if->jj_3R_46->return->return
ExpressionParser#jj_3R_37()::: expression parser jj_3 r_37:::if->jj_3R_43->return->return
ExpressionParser#jj_3R_27()::: expression parser jj_3 r_27:::if->jj_3R_38->return->return
ExpressionParser#jj_3R_36()::: expression parser jj_3 r_36:::if->jj_scan_token->return->if->jj_3R_25->return->if->jj_scan_token->return->return
ExpressionParser#jj_3R_47()::: expression parser jj_3 r_47:::if->jj_3R_56->return->xsp->while->if->jj_3R_66->break->return
ExpressionParser#jj_3R_104()::: expression parser jj_3 r_104:::if->jj_scan_token->return->if->jj_scan_token->return->return
ExpressionParser#jj_3R_35()::: expression parser jj_3 r_35:::if->jj_scan_token->return->if->jj_scan_token->return->if->jj_scan_token->return->return
ExpressionParser#jj_3R_34()::: expression parser jj_3 r_34:::if->jj_scan_token->return->return
ExpressionParser#jj_3R_63()::: expression parser jj_3 r_63:::if->jj_scan_token->return->if->jj_3R_25->return->if->jj_scan_token->return->if->jj_3R_41->return->return
ExpressionParser#jj_3R_33()::: expression parser jj_3 r_33:::if->jj_3R_24->return->return
ExpressionParser#jj_3R_105()::: expression parser jj_3 r_105:::if->jj_scan_token->return->if->jj_scan_token->return->return
ExpressionParser#jj_3R_32()::: expression parser jj_3 r_32:::if->jj_3R_42->return->return
ExpressionParser#jj_3R_26()::: expression parser jj_3 r_26:::xsp->if->jj_3R_32->if->jj_3R_33->if->jj_3R_34->if->jj_3R_35->if->jj_3R_36->if->jj_3R_37->return->return
ExpressionParser#jj_3R_20()::: expression parser jj_3 r_20:::if->jj_3R_26->return->xsp->while->if->jj_3R_27->break->return
ExpressionParser#jj_3R_41()::: expression parser jj_3 r_41:::if->jj_3R_47->return->xsp->if->jj_3R_63->return
ExpressionParser#jj_3R_106()::: expression parser jj_3 r_106:::if->jj_scan_token->return->return
ExpressionParser#jj_3R_102()::: expression parser jj_3 r_102:::if->jj_scan_token->return->if->jj_3R_24->return->xsp->while->if->jj_3R_105->break->if->jj_scan_token->return->if->jj_3R_95->return->return
ExpressionParser#jj_3R_21()::: expression parser jj_3 r_21:::xsp->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->return->return
ExpressionParser#jj_3R_103()::: expression parser jj_3 r_103:::xsp->if->jj_scan_token->if->jj_3R_106->return->return
ExpressionParser#jj_3R_100()::: expression parser jj_3 r_100:::xsp->if->jj_3_6->if->jj_3R_102->return->return
ExpressionParser#jj_3_6()::: expression parser jj_3_6:::if->jj_scan_token->return->if->jj_3R_23->return->xsp->while->if->jj_3R_104->break->if->jj_scan_token->return->if->jj_3R_83->return->return
ExpressionParser#jj_3_2()::: expression parser jj_3_2:::if->jj_3R_20->return->if->jj_3R_21->return->return
ExpressionParser#jj_3R_40()::: expression parser jj_3 r_40:::if->jj_3R_20->return->if->jj_3R_21->return->if->jj_3R_25->return->return
ExpressionParser#jj_3_5()::: expression parser jj_3_5:::if->jj_scan_token->return->if->jj_3R_24->return->if->jj_scan_token->return->return
ExpressionParser#jj_3R_101()::: expression parser jj_3 r_101:::if->jj_3R_20->return->xsp->if->jj_3R_103->return
ExpressionParser#jj_3R_31()::: expression parser jj_3 r_31:::if->jj_3R_41->return->return
ExpressionParser#jj_3R_30()::: expression parser jj_3 r_30:::if->jj_3R_40->return->return
ExpressionParser#jj_3R_25()::: expression parser jj_3 r_25:::xsp->if->jj_3R_30->if->jj_3R_31->return->return
ExpressionParser#jj_3R_29()::: expression parser jj_3 r_29:::if->jj_scan_token->return->if->jj_3R_24->return->if->jj_scan_token->return->xsp->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_scan_token->if->jj_3R_39->return->return
