DocSourcePositions#getStartPosition(CompilationUnitTree, DocCommentTree, DocTree):::Returns the starting position of the tree within the comment within the file:::
DocSourcePositions#getEndPosition(CompilationUnitTree, DocCommentTree, DocTree):::Returns the ending position of the tree within the comment within the file:::
DocTreeFactory#newAttributeTree(Name, ValueKind, List):::Create a new AttributeTree object, to represent an HTML attribute in an HTML tag.:::
DocTreeScanner#visitSummary(SummaryTree, P)::: This implementation scans the children in left to right order.:::r->node->getSummary->scan->return
DocTreeScanner#visitText(TextTree, P):::This implementation returns {@code null.:::return
DocTreeScanner#visitThrows(ThrowsTree, P)::: This implementation scans the children in left to right order.:::r->node->getExceptionName->scan->node->getDescription->scanAndReduce->return
DocTreeScanner#visitUnknownBlockTag(UnknownBlockTagTree, P)::: This implementation scans the children in left to right order.:::return->node->getContent->scan
DocTreeScanner#visitUnknownInlineTag(UnknownInlineTagTree, P)::: This implementation scans the children in left to right order.:::return->node->getContent->scan
DocTreeScanner#visitUses(UsesTree, P)::: This implementation scans the children in left to right order.:::r->node->getServiceType->scan->node->getDescription->scanAndReduce->return
DocTreeScanner#visitValue(ValueTree, P)::: This implementation scans the children in left to right order.:::return->node->getReference->scan
DocTreeScanner#visitVersion(VersionTree, P)::: This implementation scans the children in left to right order.:::return->node->getBody->scan
DocTreeScanner#visitOther(DocTree, P):::This implementation returns {@code null.:::return
JavacTask#instance(ProcessingEnvironment):::Returns the JavacTask for a ProcessingEnvironment:::if->processingEnvironment->getClass->getName->equals->throw->new->IllegalArgumentException->c->getContext->t->c->get->return->new->BasicJavacTask
JavacTask#parse():::Parses the specified files returning a list of abstract syntax trees.:::
JavacTask#analyze():::Completes all analysis.:::
JavacTask#generate():::Generates code.:::
JavacTask#setTaskListener(TaskListener):::Sets a specified listener to receive notification of events describing the progress of this compilation task:::
JavacTask#addTaskListener(TaskListener):::Adds a specified listener so that it receives notification of events describing the progress of this compilation task:::
JavacTask#removeTaskListener(TaskListener):::Removes the specified listener so that it no longer receives notification of events describing the progress of this compilation task:::
JavacTask#getTypeMirror(Iterable):::Returns a type mirror of the tree node determined by the specified path:::
JavacTask#getElements():::Returns a utility object for dealing with program elements.:::
JavacTask#getTypes():::Returns a utility object for dealing with type mirrors.:::
Plugin#getName():::Returns the user-friendly name of this plug-in.:::
Plugin#init(JavacTask, String...):::Initializes the plug-in for a given compilation task.:::
SimpleDocTreeVisitor#defaultAction(DocTree, P):::The default action, used by all visit methods that are not overridden.:::return
SimpleDocTreeVisitor#visit(DocTree, P):::Invokes the appropriate visit method specific to the type of the node.:::return->node->accept
SimpleDocTreeVisitor#visit(Iterable, P):::Invokes the appropriate visit method on each of a sequence of nodes.:::r->if->foreach->visit->return
SimpleDocTreeVisitor#visitAttribute(AttributeTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitAuthor(AuthorTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitComment(CommentTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitDeprecated(DeprecatedTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitDocComment(DocCommentTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitDocRoot(DocRootTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitEndElement(EndElementTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitEntity(EntityTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitErroneous(ErroneousTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitHidden(HiddenTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitIdentifier(IdentifierTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitIndex(IndexTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitInheritDoc(InheritDocTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitLink(LinkTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitLiteral(LiteralTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitParam(ParamTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitProvides(ProvidesTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitReference(ReferenceTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitReturn(ReturnTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitSee(SeeTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitSerial(SerialTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitSerialData(SerialDataTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitSerialField(SerialFieldTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitSince(SinceTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitStartElement(StartElementTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitSummary(SummaryTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitText(TextTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitThrows(ThrowsTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitUnknownBlockTag(UnknownBlockTagTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitUnknownInlineTag(UnknownInlineTagTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitUses(UsesTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitValue(ValueTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitVersion(VersionTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleDocTreeVisitor#visitOther(DocTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#defaultAction(Tree, P):::The default action, used by all visit methods that are not overridden.:::return
SimpleTreeVisitor#visit(Tree, P):::Invokes the appropriate visit method specific to the type of the node.:::return->node->accept
SimpleTreeVisitor#visit(Iterable, P):::Invokes the appropriate visit method on each of a sequence of nodes.:::r->if->foreach->visit->return
SimpleTreeVisitor#visitCompilationUnit(CompilationUnitTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitPackage(PackageTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitImport(ImportTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitClass(ClassTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitMethod(MethodTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitVariable(VariableTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitEmptyStatement(EmptyStatementTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitBlock(BlockTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitDoWhileLoop(DoWhileLoopTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitWhileLoop(WhileLoopTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitForLoop(ForLoopTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitEnhancedForLoop(EnhancedForLoopTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitLabeledStatement(LabeledStatementTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitSwitch(SwitchTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitCase(CaseTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitSynchronized(SynchronizedTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitTry(TryTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitCatch(CatchTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitConditionalExpression(ConditionalExpressionTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitIf(IfTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitExpressionStatement(ExpressionStatementTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitBreak(BreakTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitContinue(ContinueTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitReturn(ReturnTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitThrow(ThrowTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitAssert(AssertTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitMethodInvocation(MethodInvocationTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitNewClass(NewClassTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitNewArray(NewArrayTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitLambdaExpression(LambdaExpressionTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitParenthesized(ParenthesizedTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitAssignment(AssignmentTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitCompoundAssignment(CompoundAssignmentTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitUnary(UnaryTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitBinary(BinaryTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitTypeCast(TypeCastTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitInstanceOf(InstanceOfTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitArrayAccess(ArrayAccessTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitMemberSelect(MemberSelectTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitMemberReference(MemberReferenceTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitIdentifier(IdentifierTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitLiteral(LiteralTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitPrimitiveType(PrimitiveTypeTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitArrayType(ArrayTypeTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitParameterizedType(ParameterizedTypeTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitUnionType(UnionTypeTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitIntersectionType(IntersectionTypeTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitTypeParameter(TypeParameterTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitWildcard(WildcardTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitModifiers(ModifiersTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitAnnotation(AnnotationTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitAnnotatedType(AnnotatedTypeTree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SimpleTreeVisitor#visitOther(Tree, P):::This implementation calls {@code defaultAction.:::return->defaultAction
SourcePositions#getStartPosition(CompilationUnitTree, Tree):::Returns the starting position of tree within file:::
SourcePositions#getEndPosition(CompilationUnitTree, Tree):::Returns the ending position of tree within file:::
TaskEvent#getKind():::Returns the kind for this event.:::return
TaskEvent#getSourceFile():::Returns the source file for this event:::return
TaskEvent#getCompilationUnit():::Returns the compilation unit for this event:::return
TaskEvent#getTypeElement():::Returns the type element for this event:::return
TaskListener#started(TaskEvent):::Invoked when an event has begun.:::
TaskListener#finished(TaskEvent):::Invoked when an event has been completed.:::
TreePath#getPath(CompilationUnitTree, Tree):::Returns a tree path for a tree node within a compilation unit, or null if the node is not found.:::return->new->TreePath->getPath
TreePath#getPath(TreePath, Tree):::Returns a tree path for a tree node within a subtree identified by a TreePath object:::Objects->requireNonNull->Objects->requireNonNull->if->path->getLeaf->return->try->new->PathFinder->scan->catch->return->finally->return
TreePath#getCompilationUnit():::Returns the compilation unit associated with this path.:::return
TreePath#getLeaf():::Returns the leaf node for this path.:::return
TreePath#getParentPath():::Returns the path for the enclosing node, or null if there is no enclosing node.:::return
TreePath#iterator()::: Iterates from leaves to root.:::return->new->Iterator<Tree>
TreePathScanner#scan(TreePath, P):::Scans a tree from a position identified by a TreePath.:::try->return->path->getLeaf->accept->catch->finally
TreePathScanner#scan(Tree, P):::Scans a single node:::if->return->prev->new->TreePath->try->return->tree->accept->catch->finally
TreePathScanner#getCurrentPath():::Returns the current path for the node, as built up by the currently active set of scan calls.:::return
Trees#instance(CompilationTask):::Returns a Trees object for a given CompilationTask.:::taskClassName->task->getClass->getName->if->taskClassName->equals->taskClassName->equals->throw->new->IllegalArgumentException->return->getJavacTrees
Trees#instance(ProcessingEnvironment):::Returns a Trees object for a given ProcessingEnvironment.:::if->env->getClass->getName->equals->throw->new->IllegalArgumentException->return->getJavacTrees
Trees#getSourcePositions():::Returns a utility object for obtaining source positions.:::
Trees#getTree(Element):::Returns the Tree node for a given Element:::
Trees#getTree(TypeElement):::Returns the ClassTree node for a given TypeElement:::
Trees#getTree(ExecutableElement):::Returns the MethodTree node for a given ExecutableElement:::
Trees#getTree(Element, AnnotationMirror):::Returns the Tree node for an AnnotationMirror on a given Element:::
Trees#getTree(Element, AnnotationMirror, AnnotationValue):::Returns the Tree node for an AnnotationValue for an AnnotationMirror on a given Element:::
Trees#getPath(CompilationUnitTree, Tree):::Returns the path to tree node within the specified compilation unit.:::
Trees#getPath(Element):::Returns the TreePath node for a given Element:::
Trees#getPath(Element, AnnotationMirror):::Returns the TreePath node for an AnnotationMirror on a given Element:::
Trees#getPath(Element, AnnotationMirror, AnnotationValue):::Returns the TreePath node for an AnnotationValue for an AnnotationMirror on a given Element:::
Trees#getElement(TreePath):::Returns the Element for the Tree node identified by a given TreePath:::
Trees#getTypeMirror(TreePath):::Returns the TypeMirror for the Tree node identified by a given TreePath:::
Trees#getScope(TreePath):::Returns the Scope for the Tree node identified by a given TreePath:::
Trees#getDocComment(TreePath):::Returns the doc comment, if any, for the Tree node identified by a given TreePath:::
Trees#isAccessible(Scope, TypeElement):::Checks whether a given type is accessible in a given scope.:::
Trees#isAccessible(Scope, Element, DeclaredType):::Checks whether the given element is accessible as a member of the given type in a given scope.:::
Trees#getOriginalType(ErrorType):::Returns the original type from the ErrorType object.:::
Trees#printMessage(Diagnostic.Kind, CharSequence, com.sun.source.tree.Tree, com.sun.source.tree.CompilationUnitTree):::Prints a message of the specified kind at the location of the tree within the provided compilation unit:::
Trees#getLub(CatchTree):::Returns the lub of an exception parameter declared in a catch clause.:::
TreeScanner#scan(Tree, P):::Scans a single node.:::return->tree->accept
TreeScanner#scan(Iterable, P):::Scans a sequence of nodes.:::r->if->first->foreach->scan->scanAndReduce->return
TreeScanner#reduce(R, R):::Reduces two results into a combined result:::return
TreeScanner#visitCompilationUnit(CompilationUnitTree, P)::: This implementation scans the children in left to right order.:::r->node->getPackage->scan->node->getImports->scanAndReduce->node->getTypeDecls->scanAndReduce->return
TreeScanner#visitPackage(PackageTree, P)::: This implementation scans the children in left to right order.:::r->node->getAnnotations->scan->node->getPackageName->scanAndReduce->return
TreeScanner#visitImport(ImportTree, P)::: This implementation scans the children in left to right order.:::return->node->getQualifiedIdentifier->scan
TreeScanner#visitClass(ClassTree, P)::: This implementation scans the children in left to right order.:::r->node->getModifiers->scan->node->getTypeParameters->scanAndReduce->node->getExtendsClause->scanAndReduce->node->getImplementsClause->scanAndReduce->node->getMembers->scanAndReduce->return
TreeScanner#visitMethod(MethodTree, P)::: This implementation scans the children in left to right order.:::r->node->getModifiers->scan->node->getReturnType->scanAndReduce->node->getTypeParameters->scanAndReduce->node->getParameters->scanAndReduce->node->getReceiverParameter->scanAndReduce->node->getThrows->scanAndReduce->node->getBody->scanAndReduce->node->getDefaultValue->scanAndReduce->return
TreeScanner#visitVariable(VariableTree, P)::: This implementation scans the children in left to right order.:::r->node->getModifiers->scan->node->getType->scanAndReduce->node->getNameExpression->scanAndReduce->node->getInitializer->scanAndReduce->return
TreeScanner#visitEmptyStatement(EmptyStatementTree, P):::This implementation returns {@code null.:::return
TreeScanner#visitBlock(BlockTree, P)::: This implementation scans the children in left to right order.:::return->node->getStatements->scan
TreeScanner#visitDoWhileLoop(DoWhileLoopTree, P)::: This implementation scans the children in left to right order.:::r->node->getStatement->scan->node->getCondition->scanAndReduce->return
